text,font_size,size_vs_body,is_bold,y_pos,line_length,word_count,is_all_caps,starts_with_number,ends_with_colon,page_num,doc_name,label
Persons in respect of whom LTC is proposed to be availed.,10,0,0,449,57,11,0,0,0,0,E0CCG5S239.pdf,
S.No Name Age Relationship,10,0,1,464,26,4,0,0,0,0,E0CCG5S239.pdf,
1.,10,0,1,476,2,1,0,0,0,0,E0CCG5S239.pdf,
2.,10,0,1,488,2,1,0,0,0,0,E0CCG5S239.pdf,
11.,10,0,1,499,3,1,0,0,0,0,E0CCG5S239.pdf,
3.,10,0,1,501,2,1,0,0,0,0,E0CCG5S239.pdf,
4.,10,0,1,513,2,1,0,0,0,0,E0CCG5S239.pdf,
5.,10,0,1,529,2,1,0,0,0,0,E0CCG5S239.pdf,
6.,10,0,1,542,2,1,0,0,0,0,E0CCG5S239.pdf,
Amount of advance required. Rs.,10,0,0,561,31,5,0,0,0,0,E0CCG5S239.pdf,
12.,10,0,1,567,3,1,0,0,0,0,E0CCG5S239.pdf,
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,10,0,0,597,99,18,0,0,0,0,E0CCG5S239.pdf,
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,10,0,0,609,99,17,0,0,0,0,E0CCG5S239.pdf,
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,10,0,0,632,109,22,0,0,0,0,E0CCG5S239.pdf,
"advance, I undertake to refund the entire advance in one lump sum.",10,0,0,644,66,12,0,0,0,0,E0CCG5S239.pdf,
Date,10,0,1,679,4,1,0,0,0,0,E0CCG5S239.pdf,
Signature of Government Servant.,10,0,1,691,32,4,0,0,0,0,E0CCG5S239.pdf,
Overview,24,14,1,186,8,1,0,0,0,0,E0CCG5S312.pdf,
Foundation Level Extensions,24,14,1,241,27,3,0,0,0,0,E0CCG5S312.pdf,
Version 1.0,12,2,0,380,11,2,0,0,0,0,E0CCG5S312.pdf,
International Software Testing Qualifications Board,18,8,0,463,51,5,0,0,0,0,E0CCG5S312.pdf,
Copyright Notice,10,0,0,651,16,2,0,0,0,0,E0CCG5S312.pdf,
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",10,0,0,662,93,16,0,0,0,0,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,1,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,1,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,1,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,1,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,1,E0CCG5S312.pdf,
Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,10,0,0,119,92,10,0,0,0,1,E0CCG5S312.pdf,
"Version 2014 Page 2 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,1,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,1,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,2,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,2,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,2,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,2,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,2,E0CCG5S312.pdf,
Revision History,16,6,1,106,16,2,0,0,0,2,E0CCG5S312.pdf,
Version Date Remarks,10,0,1,138,20,3,0,0,0,2,E0CCG5S312.pdf,
0.1 18 JUNE 2013 Initial version,10,0,0,150,32,6,0,1,0,2,E0CCG5S312.pdf,
0.2 23 JULY 2013 WG reviewed and confirmed,10,0,0,162,42,8,0,1,0,2,E0CCG5S312.pdf,
0.3 6 NOV 2013 amended population and diagram,10,0,0,175,45,8,0,1,0,2,E0CCG5S312.pdf,
0.7 11 DEC 2013 Amended Business Outcomes and Chapters matching,10,0,0,187,63,10,0,1,0,2,E0CCG5S312.pdf,
0.8 20 DEC 2013 Working group updates on 0.7,10,0,0,199,44,9,0,1,0,2,E0CCG5S312.pdf,
1.0 31 MAY 2014 GA release for Agile Extension,10,0,0,211,46,9,0,1,0,2,E0CCG5S312.pdf,
"Version 2014 Page 3 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,2,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,2,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,3,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,3,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,3,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,3,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,3,E0CCG5S312.pdf,
Table of Contents,16,6,1,106,17,3,0,0,0,3,E0CCG5S312.pdf,
Revision History .......................................................................................................................................... 3,10,0,1,143,157,4,0,0,0,3,E0CCG5S312.pdf,
Table of Contents ........................................................................................................................................ 4,10,0,1,160,156,5,0,0,0,3,E0CCG5S312.pdf,
1. Introduction to the Foundation Level Extensions ............................................................................ 6,10,0,1,178,129,9,0,0,0,3,E0CCG5S312.pdf,
2. Introduction to Foundation Level Agile Tester Extension ............................................................... 7,10,0,1,196,124,10,0,0,0,3,E0CCG5S312.pdf,
2.1 Intended Audience ..................................................................................................................... 7,10,0,0,213,141,5,0,1,0,3,E0CCG5S312.pdf,
2.2 Career Paths for Testers ............................................................................................................ 7,10,0,0,225,139,7,0,1,0,3,E0CCG5S312.pdf,
2.3 Learning Objectives ................................................................................................................... 7,10,0,0,236,141,5,0,1,0,3,E0CCG5S312.pdf,
2.4 Entry Requirements ................................................................................................................... 8,10,0,0,248,140,5,0,1,0,3,E0CCG5S312.pdf,
2.5 Structure and Course Duration ................................................................................................... 8,10,0,0,259,135,7,0,1,0,3,E0CCG5S312.pdf,
2.6 Keeping It Current ...................................................................................................................... 9,10,0,0,271,143,6,0,1,0,3,E0CCG5S312.pdf,
3. Overview of the Foundation Level Extension –  Agile Tester Syllabus ......................................... 10,10,0,1,288,115,13,0,0,0,3,E0CCG5S312.pdf,
3.1 Business Outcomes ................................................................................................................. 10,10,0,0,306,138,5,0,1,0,3,E0CCG5S312.pdf,
3.2 Content .................................................................................................................................... 10,10,0,0,317,147,4,0,1,0,3,E0CCG5S312.pdf,
4. References .......................................................................................................................................... 12,10,0,1,335,155,4,0,0,0,3,E0CCG5S312.pdf,
4.1 Trademarks ............................................................................................................................. 12,10,0,0,352,143,4,0,1,0,3,E0CCG5S312.pdf,
4.2 Documents and Web Sites ....................................................................................................... 12,10,0,0,364,134,7,0,1,0,3,E0CCG5S312.pdf,
"Version 2014 Page 4 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,3,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,3,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,4,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,4,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,4,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,4,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,4,E0CCG5S312.pdf,
Acknowledgements,16,6,0,106,16,1,0,0,0,4,E0CCG5S312.pdf,
This document was produced by a team from the International Software Testing Qualifications Board,10,0,0,143,97,14,0,0,0,4,E0CCG5S312.pdf,
Foundation Level Working Group.,10,0,0,155,31,4,0,0,0,4,E0CCG5S312.pdf,
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,10,0,0,178,104,17,0,0,0,4,E0CCG5S312.pdf,
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",10,0,0,201,100,15,0,0,0,4,E0CCG5S312.pdf,
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",10,0,0,212,94,13,0,0,0,4,E0CCG5S312.pdf,
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",10,0,0,224,99,12,0,0,0,4,E0CCG5S312.pdf,
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",10,0,0,235,88,13,0,0,0,4,E0CCG5S312.pdf,
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",10,0,0,258,93,12,0,0,0,4,E0CCG5S312.pdf,
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",10,0,0,270,71,12,0,0,0,4,E0CCG5S312.pdf,
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",10,0,0,293,89,9,0,0,0,4,E0CCG5S312.pdf,
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",10,0,0,304,97,12,0,0,0,4,E0CCG5S312.pdf,
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",10,0,0,316,95,11,0,0,0,4,E0CCG5S312.pdf,
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",10,0,0,327,56,9,0,0,0,4,E0CCG5S312.pdf,
"The team thanks also the following persons, from the National Boards and the Agile expert community,",10,0,0,350,100,16,0,0,0,4,E0CCG5S312.pdf,
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",10,0,0,362,105,14,0,0,0,4,E0CCG5S312.pdf,
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",10,0,0,373,96,13,0,0,0,4,E0CCG5S312.pdf,
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",10,0,0,385,99,15,0,0,0,4,E0CCG5S312.pdf,
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",10,0,0,396,109,16,0,0,0,4,E0CCG5S312.pdf,
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",10,0,0,409,98,13,0,0,0,4,E0CCG5S312.pdf,
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",10,0,0,419,101,13,0,0,0,4,E0CCG5S312.pdf,
"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",10,0,0,431,93,13,0,0,0,4,E0CCG5S312.pdf,
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",10,0,0,442,100,16,0,0,0,4,E0CCG5S312.pdf,
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",10,0,0,454,81,12,0,0,0,4,E0CCG5S312.pdf,
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",10,0,0,477,96,17,0,0,0,4,E0CCG5S312.pdf,
2014.,10,0,0,488,5,1,0,0,0,4,E0CCG5S312.pdf,
"Version 2014 Page 5 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,4,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,4,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,5,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,5,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,5,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,5,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,5,E0CCG5S312.pdf,
1. Introduction to the Foundation Level Extensions,16,6,0,120,50,7,0,0,0,5,E0CCG5S312.pdf,
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,10,0,0,145,92,15,0,0,0,5,E0CCG5S312.pdf,
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,10,0,0,156,106,16,0,0,0,5,E0CCG5S312.pdf,
extension syllabi.,10,0,0,168,18,2,0,0,0,5,E0CCG5S312.pdf,
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",10,0,0,191,101,17,0,0,0,5,E0CCG5S312.pdf,
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",10,0,0,202,102,16,0,0,0,5,E0CCG5S312.pdf,
updated document will be available on the ISTQB website.,10,0,0,214,56,9,0,0,0,5,E0CCG5S312.pdf,
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,10,0,0,237,97,17,0,0,0,5,E0CCG5S312.pdf,
some time. New topics emerge due to technology and methodology changes in the market which often,10,0,0,248,96,16,0,0,0,5,E0CCG5S312.pdf,
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",10,0,0,260,106,19,0,0,0,5,E0CCG5S312.pdf,
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",10,0,0,271,106,17,0,0,0,5,E0CCG5S312.pdf,
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,10,0,0,283,92,14,0,0,0,5,E0CCG5S312.pdf,
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",10,0,0,294,102,16,0,0,0,5,E0CCG5S312.pdf,
that is beyond the scope of this document.,10,0,0,306,42,8,0,0,0,5,E0CCG5S312.pdf,
The following Foundation Level Extension syllabus has been released:,10,0,0,329,68,9,0,0,1,5,E0CCG5S312.pdf,
Agile Tester,10,0,0,341,12,2,0,0,0,5,E0CCG5S312.pdf,
,10,0,0,342,1,1,0,0,0,5,E0CCG5S312.pdf,
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",10,0,0,364,100,14,0,0,0,5,E0CCG5S312.pdf,
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,10,0,0,375,93,15,0,0,0,5,E0CCG5S312.pdf,
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",10,0,0,387,106,15,0,0,0,5,E0CCG5S312.pdf,
will outline the benefits for companies that are considering the development of specific testing skills at this,10,0,0,398,111,17,0,0,0,5,E0CCG5S312.pdf,
level.,10,0,0,410,6,1,0,0,0,5,E0CCG5S312.pdf,
"Version 2014 Page 6 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,5,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,5,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,6,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,6,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,6,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,6,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,6,E0CCG5S312.pdf,
2. Introduction to Foundation Level Agile Tester Extension,16,6,0,120,58,8,0,0,0,6,E0CCG5S312.pdf,
The certification for Foundation Level Extension –  Agile Tester is designed for professionals who are,10,0,0,145,102,15,0,0,0,6,E0CCG5S312.pdf,
working within Agile environments. It is also for professionals who are planning to start implementing,10,0,0,156,102,15,0,0,0,6,E0CCG5S312.pdf,
"Agile methods in the near future, or are working within companies that plan to do so, The certification",10,0,0,168,103,18,0,0,0,6,E0CCG5S312.pdf,
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",10,0,0,179,105,17,0,0,0,6,E0CCG5S312.pdf,
methodologies specific to their role.,10,0,0,191,37,5,0,0,0,6,E0CCG5S312.pdf,
2.1 Intended Audience,14,4,0,215,21,3,0,1,0,6,E0CCG5S312.pdf,
The Foundation Level Extension –  Agile Tester qualification is aimed at four main groups of professionals:,10,0,0,239,107,16,0,0,1,6,E0CCG5S312.pdf,
1. Professionals who have achieved in-depth testing experience in traditional methods and would,10,0,0,251,95,13,0,0,0,6,E0CCG5S312.pdf,
like to get an Agile Tester Certificate.,10,0,0,262,40,7,0,0,0,6,E0CCG5S312.pdf,
"2. Junior professional testers who are just starting in the testing profession, have received the",10,0,0,274,97,15,0,0,0,6,E0CCG5S312.pdf,
"Foundation Level certificate, and would like to know more about    role in an Agile",10,0,0,285,83,14,0,0,0,6,E0CCG5S312.pdf,
the tester’s,10,0,0,287,12,2,0,0,0,6,E0CCG5S312.pdf,
environment.,10,0,0,297,12,1,0,0,0,6,E0CCG5S312.pdf,
"3. Professionals who are relatively new to testing and are required to implement test approaches,",10,0,0,308,97,15,0,0,0,6,E0CCG5S312.pdf,
methods and techniques in their day to day job in Agile projects.,10,0,0,320,65,12,0,0,0,6,E0CCG5S312.pdf,
4. Professionals who are experienced in their role (including unit testing) and need more,10,0,0,331,89,14,0,0,0,6,E0CCG5S312.pdf,
understanding and knowledge about how to perform and manage testing on all levels in Agile,10,0,0,343,90,15,0,0,0,6,E0CCG5S312.pdf,
projects.,10,0,0,354,9,1,0,0,0,6,E0CCG5S312.pdf,
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",10,0,0,377,104,16,0,0,0,6,E0CCG5S312.pdf,
"consultants, test managers, user acceptance testers, and software developers.",10,0,0,389,77,9,0,0,0,6,E0CCG5S312.pdf,
This Foundation Level Extension –  Agile Tester certification may also be appropriate for anyone who,10,0,0,412,100,15,0,0,0,6,E0CCG5S312.pdf,
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",10,0,0,423,102,16,0,0,0,6,E0CCG5S312.pdf,
"managers, software development managers, business analysts, IT directors, and management",10,0,0,435,88,10,0,0,0,6,E0CCG5S312.pdf,
consultants.,10,0,0,446,12,1,0,0,0,6,E0CCG5S312.pdf,
2.2 Career Paths for Testers,14,4,0,482,28,5,0,1,0,6,E0CCG5S312.pdf,
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",10,0,0,506,104,16,0,0,0,6,E0CCG5S312.pdf,
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,10,0,0,518,104,15,0,0,0,6,E0CCG5S312.pdf,
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,10,0,0,529,109,19,0,0,0,6,E0CCG5S312.pdf,
an Agile project.,10,0,0,541,17,3,0,0,0,6,E0CCG5S312.pdf,
People possessing an ISTQB Foundation Level Extension –  Agile Tester certificate may use the Certified,10,0,0,564,103,15,0,0,0,6,E0CCG5S312.pdf,
Tester Foundation Level acronym CTFL-AT.,10,0,0,575,40,5,0,0,0,6,E0CCG5S312.pdf,
2.3 Learning Objectives,14,4,0,611,23,3,0,1,0,6,E0CCG5S312.pdf,
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",10,0,0,635,106,17,0,0,0,6,E0CCG5S312.pdf,
remember and recall terms and concepts stated in the Foundation Level syllabus.,10,0,0,647,79,12,0,0,0,6,E0CCG5S312.pdf,
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",10,0,0,670,104,17,0,0,0,6,E0CCG5S312.pdf,
extension exam.,10,0,0,681,15,2,0,0,0,6,E0CCG5S312.pdf,
"Version 2014 Page 7 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,6,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,6,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,7,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,7,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,7,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,7,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,7,E0CCG5S312.pdf,
"That said, each extension level exam focuses on the learning objectives defined in that extension",10,0,0,107,97,15,0,0,0,7,E0CCG5S312.pdf,
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",10,0,0,119,105,18,0,0,0,7,E0CCG5S312.pdf,
chapter within each particular extension syllabus.,10,0,0,130,50,6,0,0,0,7,E0CCG5S312.pdf,
2.4 Entry Requirements,14,4,0,155,22,3,0,1,0,7,E0CCG5S312.pdf,
"To be able to participate in a Foundation Level Extension –  Agile Tester exam, candidates must have",10,0,0,179,100,17,0,0,0,7,E0CCG5S312.pdf,
obtained the ISTQB Foundation Level certificate.,10,0,0,190,48,6,0,0,0,7,E0CCG5S312.pdf,
2.5 Structure and Course Duration,14,4,0,215,33,5,0,1,0,7,E0CCG5S312.pdf,
The Foundation Level Extension –  Agile Tester syllabus has no shared or common elements with the,10,0,0,239,97,16,0,0,0,7,E0CCG5S312.pdf,
Foundation Level syllabus.,10,0,0,250,26,3,0,0,0,7,E0CCG5S312.pdf,
The syllabi must be taught in the following minimum number of days:,10,0,0,273,67,12,0,0,1,7,E0CCG5S312.pdf,
Syllabus Days,10,0,1,300,13,2,0,0,0,7,E0CCG5S312.pdf,
Baseline: Foundation 3,10,0,0,318,22,3,0,0,0,7,E0CCG5S312.pdf,
Extension: Agile Tester 2,10,0,0,336,25,4,0,0,0,7,E0CCG5S312.pdf,
The following figure shows the structure of the Agile Tester Extension and its relationship to the,10,0,0,365,98,16,0,0,0,7,E0CCG5S312.pdf,
Foundation Level.,10,0,0,377,17,2,0,0,0,7,E0CCG5S312.pdf,
"Version 2014 Page 8 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,7,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,7,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,8,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,8,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,8,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,8,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,8,E0CCG5S312.pdf,
2.6 Keeping It Current,14,4,0,132,22,4,0,1,0,8,E0CCG5S312.pdf,
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,10,0,0,156,102,16,0,0,0,8,E0CCG5S312.pdf,
"access to relevant and current information, the ISTQB working groups have created links on the",10,0,0,167,94,15,0,0,0,8,E0CCG5S312.pdf,
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",10,0,0,179,100,14,0,0,0,8,E0CCG5S312.pdf,
in the industry. This information is not examinable under this syllabus.,10,0,0,190,72,11,0,0,0,8,E0CCG5S312.pdf,
"Version 2014 Page 9 of 12 May 31, 2014",10,0,0,719,38,9,0,0,0,8,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,8,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,9,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,9,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,9,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,9,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,9,E0CCG5S312.pdf,
3. Overview of the Foundation Level Extension –  Agile Tester,16,6,0,117,61,10,0,0,0,9,E0CCG5S312.pdf,
Syllabus,16,6,1,136,8,1,0,0,0,9,E0CCG5S312.pdf,
3.1 Business Outcomes,14,4,0,186,21,3,0,1,0,9,E0CCG5S312.pdf,
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,10,0,0,210,102,16,0,0,0,9,E0CCG5S312.pdf,
Extension –  Agile Tester certification.,10,0,0,221,40,5,0,0,0,9,E0CCG5S312.pdf,
An Agile Tester can…,10,0,0,246,20,4,0,0,0,9,E0CCG5S312.pdf,
AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic,10,0,0,267,90,13,0,0,0,9,E0CCG5S312.pdf,
practices of Agile software development.,10,0,0,279,40,5,0,0,0,9,E0CCG5S312.pdf,
AFM2 Adapt existing testing experience and knowledge to Agile values and principles.,10,0,0,302,84,12,0,0,0,9,E0CCG5S312.pdf,
AFM3 Support the Agile team in planning test-related activities.,10,0,0,327,64,9,0,0,0,9,E0CCG5S312.pdf,
AFM4 Apply relevant methods and techniques for testing in an Agile project.,10,0,0,352,75,12,0,0,0,9,E0CCG5S312.pdf,
AFM5 Assist the Agile team in test automation activities.,10,0,0,377,57,9,0,0,0,9,E0CCG5S312.pdf,
"AFM6 Assist business stakeholders in defining understandable and testable user stories,",10,0,0,402,87,11,0,0,0,9,E0CCG5S312.pdf,
"scenarios, requirements and acceptance criteria as appropriate.",10,0,0,413,63,7,0,0,0,9,E0CCG5S312.pdf,
AFM7 Work and share information with other team members using effective communication,10,0,0,436,85,12,0,0,0,9,E0CCG5S312.pdf,
styles and channels.,10,0,0,448,20,3,0,0,0,9,E0CCG5S312.pdf,
"In general, a Certified Tester Foundation Level –  Agile Tester is expected to have acquired the necessary",10,0,0,483,106,17,0,0,0,9,E0CCG5S312.pdf,
skills to working effectively within an Agile team and environment.,10,0,0,495,67,10,0,0,0,9,E0CCG5S312.pdf,
3.2 Content,14,4,0,531,11,2,0,1,0,9,E0CCG5S312.pdf,
Chapter 1: Agile Software Development,10,0,0,555,37,5,0,0,0,9,E0CCG5S312.pdf,
The tester should remember the basic concept of Agile software development based on the Agile,10,0,0,567,93,15,0,0,0,9,E0CCG5S312.pdf,
,10,0,0,568,1,1,0,0,0,9,E0CCG5S312.pdf,
Manifesto.,10,0,0,578,10,1,0,0,0,9,E0CCG5S312.pdf,
  The tester should understand the advantages of the whole-team approach and the benefits of,10,0,0,591,93,15,0,0,0,9,E0CCG5S312.pdf,
early and frequent feedback.,10,0,0,602,28,4,0,0,0,9,E0CCG5S312.pdf,
The tester should recall Agile software development approaches.,10,0,0,614,63,8,0,0,0,9,E0CCG5S312.pdf,
,10,0,0,615,1,1,0,0,0,9,E0CCG5S312.pdf,
  The tester should be able to write testable user stories in collaboration with developers and,10,0,0,627,96,16,0,0,0,9,E0CCG5S312.pdf,
business representatives.,10,0,0,638,25,2,0,0,0,9,E0CCG5S312.pdf,
The tester should understand how retrospectives can be used as a mechanism for process,10,0,0,650,86,14,0,0,0,9,E0CCG5S312.pdf,
,10,0,0,651,1,1,0,0,0,9,E0CCG5S312.pdf,
improvement in Agile projects.,10,0,0,662,30,4,0,0,0,9,E0CCG5S312.pdf,
The tester should understand the use and purpose of continuous integration.,10,0,0,674,75,11,0,0,0,9,E0CCG5S312.pdf,
,10,0,0,675,1,1,0,0,0,9,E0CCG5S312.pdf,
"The tester should know the differences between iteration and release planning, and how a tester",10,0,0,686,95,15,0,0,0,9,E0CCG5S312.pdf,
,10,0,0,687,1,1,0,0,0,9,E0CCG5S312.pdf,
adds value in each of these activities.,10,0,0,698,39,7,0,0,0,9,E0CCG5S312.pdf,
"Version 2014 Page 10 of 12 May 31, 2014",10,0,0,719,39,9,0,0,0,9,E0CCG5S312.pdf,
© International Software Testing Qualifications Board,6,-4,0,736,53,6,0,0,0,9,E0CCG5S312.pdf,
International,10,0,0,37,13,1,0,0,0,10,E0CCG5S312.pdf,
Overview,12,2,0,40,8,1,0,0,0,10,E0CCG5S312.pdf,
Software Testing,10,0,0,48,16,2,0,0,0,10,E0CCG5S312.pdf,
Foundation Level Extension –  Agile Tester,10,0,0,57,42,6,0,0,0,10,E0CCG5S312.pdf,
Qualifications Board,10,0,0,60,20,2,0,0,0,10,E0CCG5S312.pdf,
